record_id,member_ids,member_names,record_type,title,date,date_display,year,venue,location,role,authors,citation,doi,url,pubmed_id,abstract_or_description,image,visibility,featured,source_file,permalink,notes_private
talk_2020-06-03-2020-mpm-eular,marc_maurits,Marc Maurits,talk,EULAR 2020 ICD Clustering,2020-06-03,2020-06-03,2020,EULAR 2020,Online,Poster by Marc Maurits,,,,http://scientific.sparx-ip.net/archiveeular/?c=a&item=2020FRI0585,,Poster presentation of the work performed by MP Maurits on clustering of patients using ICD codes,,public,,_talks/2020-06-03-2020_MPM_EULAR.md,/talks/2020-06-03-2020_MPM_EULAR,
talk_2020-06-03-2020-tdm-eular,tjardo_maarseveen,Tjardo Maarseveen,talk,EULAR 2020 HvsM,2020-06-03,2020-06-03,2020,EULAR 2020,Online,Abstract by Tjardo Maarseveen,,,,http://scientific.sparx-ip.net/archiveeular/?c=a&item=2020AB1114,,Accepted abstract of the work performed by TD Maarseveen and MP Maurits on the differences between RA populations extracted by ML and chart review,,public,,_talks/2020-06-03-2020_TDM_EULAR.md,/talks/2020-06-03-2020_TDM_EULAR,
talk_2021-06-02-2021-mpm-eular-1,marc_maurits,Marc Maurits,talk,EULAR 2021 SSc Risk Model,2021-06-02,2021-06-02,2021,EULAR 2021,Online,Poster by Marc Maurits,,,,http://scientific.sparx-ip.net/archiveeular/?c=a&item=2021POS0843,,Poster presentation of the work performed by MP Maurits on the SSc model predicting disease progression risk,,public,,_talks/2021-06-02-2021_MPM_EULAR_1.md,/talks/2021-06-02-2021_MPM_EULAR_1,
talk_2021-06-02-2021-mpm-eular-2,marc_maurits,Marc Maurits,talk,EULAR 2021 CSA Genetics,2021-06-02,2021-06-02,2021,EULAR 2021,Online,Poster by Marc Maurits,,,,http://scientific.sparx-ip.net/archiveeular/?c=a&item=2021POS0356,,Poster presentation of the work performed by MP Maurits on the role of RA genetics in CSA,,public,,_talks/2021-06-02-2021_MPM_EULAR_2.md,/talks/2021-06-02-2021_MPM_EULAR_2,
talk_2021-06-02-2021-rk-eular,rachel_knevel,Rachel Knevel,talk,EULAR 2021 Rheumatic,2021-06-02,2021-06-02,2021,EULAR 2021,Online,Oral Presentation by Rachel Knevel,,,,http://scientific.sparx-ip.net/archiveeular/?c=a&item=2021OP0147,,Oral presentation of the work performed by R Knevel on the Rheumatic questionnaire,,public,,_talks/2021-06-02-2021_RK_EULAR.md,/talks/2021-06-02-2021_RK_EULAR,
talk_2021-06-02-2021-sjz-eular,lab,Knevel Lab,talk,EULAR 2021 Remission Genetics,2021-06-02,2021-06-02,2021,EULAR 2021,Online,Poster by Samantha Jurado Zapata,,,,http://scientific.sparx-ip.net/archiveeular/?c=a&item=2021POS0348,,Poster presentation of the work performed by S Jurado-Zapata on the role of RA genetics in reaching remission,,public,,_talks/2021-06-02-2021_SJZ_EULAR.md,/talks/2021-06-02-2021_SJZ_EULAR,
talk_2021-06-03-2021-rk-eular,rachel_knevel,Rachel Knevel,talk,EULAR Genetics and Inflammatory Synovitis,2021-06-03,2021-06-03,2021,EULAR 2021,Online,Oral Presentation by Rachel Knevel,,,,,,,,public,,_talks/2021-06-03-2021_RK_EULAR.md,/talks/2021-06-03-2021_RK_EULAR,
talk_2021-09-21-2021-rk-ics,rachel_knevel,Rachel Knevel,talk,ICS EHR and Bioinformatics,2021-09-21,2021-09-21,2021,12th International Congress on Spondyloarthritis,"Ghent, Belgium",Oral Presentation by Rachel Knevel,,,,,,Presentation by Rachel Knevel on how to link clinical observations with new knowledge generation,,public,,_talks/2021-09-21-2021_RK_ICS.md,/talks/2021-09-21-2021_RK_ICS,
talk_2021-10-28-2021-mpm-acr-1,marc_maurits,Marc Maurits,talk,ACR 2021 CSA Genetics,2021-10-28,2021-10-28,2021,ACR 2021,Online,Poster by Marc Maurits,,,,https://acrabstracts.org/abstract/the-relationship-of-genetics-and-clinically-suspect-arthralgia-in-ra-development-assessed-using-hc-csa-and-ra-patients/,,Poster presentation of the work performed by MP Maurits on the role of RA genetics in CSA,,public,,_talks/2021-10-28-2021_MPM_ACR_1.md,/talks/2021-10-28-2021_MPM_ACR_1,
talk_2021-10-28-2021-mpm-acr-2,marc_maurits,Marc Maurits,talk,ACR 2021 Remission Genetics,2021-10-28,2021-10-28,2021,ACR 2021,Online,Poster by Marc Maurits,,,,https://acrabstracts.org/abstract/genetics-of-rheumatoid-arthritis-remission-hla-se-associated-with-remission-in-anti-ccp-positive-patients/,,Poster presentation of the work performed by MP Maurits on the role of RA genetics in reaching remission,,public,,_talks/2021-10-28-2021_MPM_ACR_2.md,/talks/2021-10-28-2021_MPM_ACR_2,
talk_2022-02-06-2022-mpm-ivapp,marc_maurits,Marc Maurits,talk,IVAPP 2022 Wordclouds,2022-02-06,2022-02-06,2022,IVAPP 2022,Online,Oral Presentation by Marc Maurits,,,,https://www.scitepress.org/Link.aspx?doi=10.5220/0010778700003124,,Oral presentation on the work performedby MP Maurits on word cloud scaling,,public,,_talks/2022-02-06-2022_MPM_IVAPP.md,/talks/2022-02-06-2022_MPM_IVAPP,
talk_2022-03-26-2022-rk-att,rachel_knevel,Rachel Knevel,talk,ATT Telemedicine,2022-03-26,2022-03-26,2022,Advanced Targeted Therapies,"Marseille, France",Debate featuring Rachel Knevel,,,,,,A debate on the future of telemedicine,,public,,_talks/2022-03-26-2022_RK_ATT.md,/talks/2022-03-26-2022_RK_ATT,
talk_2022-05-17-2022-rk-fms,rachel_knevel,Rachel Knevel,talk,FMS AI and clinical practice,2022-05-17,2022-05-17,2022,(Dutch) Federation of Medical Specialists,"Utrecht, the Netherlands",Oral Presentation by Rachel Knevel,,,,,,Rachel Knevel talks about the challenges faced by medical specialists in using AI-based techniques and interpreting AI-driven research,,public,,_talks/2022-05-17-2022_RK_FMS.md,/talks/2022-05-17-2022_RK_FMS,
talk_2022-06-01-2022-dvdb-eular,daan_van_der_bijl,Daan van der Bijl,talk,EULAR 2022 EHR Trajectories,2022-06-01,2022-06-01,2022,EULAR 2022,"Copenhagen, Denmark",Poster by Daan van der Bijl,,,,http://scientific.sparx-ip.net/archiveeular/?c=a&item=2022POS0534,,Poster presentation of the work performed by D van der Bijl on RA patient trajectories as extracted from EHRs,,public,,_talks/2022-06-01-2022_DvdB_EULAR.md,/talks/2022-06-01-2022_DvdB_EULAR,
talk_2022-06-01-2022-tdm-eular,tjardo_maarseveen,Tjardo Maarseveen,talk,EULAR 2022 EHR Clustering,2022-06-01,2022-06-01,2022,EULAR 2022,"Copenhagen, Denmark",Poster by Tjardo Maarseveen,,,,http://scientific.sparx-ip.net/archiveeular/?c=a&item=2022POS0570,,Poster presentation of the work performed by TD Maarseveen on the clustering of RA patients using baseline EHR data,,public,,_talks/2022-06-01-2022_TDM_EULAR.md,/talks/2022-06-01-2022_TDM_EULAR,
talk_2022-06-14-2022-rk-peular,rachel_knevel,Rachel Knevel,talk,post-EULAR AI and Big Data,2022-06-14,2022-06-14,2022,post-EULAR Symposium 2022,"Amersfoort, the Netherlands",Oral Presentation by Rachel Knevel,,,,,,Presentation by Rachel Knevel on AI and Big Data in RMDs,,public,,_talks/2022-06-14-2022_RK_pEULAR.md,/talks/2022-06-14-2022_RK_pEULAR,
talk_2022-06-28-2022-tdm-biosb,tjardo_maarseveen,Tjardo Maarseveen,talk,BioSB 2022 EHR Clustering,2022-06-28,2022-06-28,2022,BioSB 2022,"Lunteren, The Netherlands",Oral Presentation by Tjardo Maarseveen,,,,,,Oral presentation of the work performed by TD Maarseveen on the clustering of RA patients using baseline EHR data,,public,,_talks/2022-06-28-2022_TDM_BioSB.md,/talks/2022-06-28-2022_TDM_BioSB,
talk_2022-07-01-2022-rk-tt,rachel_knevel,Rachel Knevel,talk,TT Genetics,2022-07-01,2022-07-01,2022,Therapeutic Tolerance 2022,"Newcastle, England",Oral Presentation by Rachel Knevel,,,,,,Rachel Knevel discusses the value of genetics in helping us to understand drug-free remission,,public,,_talks/2022-07-01-2022_RK_TT.md,/talks/2022-07-01-2022_RK_TT,
talk_2022-09-23-2022-rk-pres,rachel_knevel,Rachel Knevel,talk,PrES Machine Learning,2022-09-23,2022-09-23,2022,28th European Pediatric Rheumatology Congress,"Prague, Czech Republic",Oral Presentation by Rachel Knevel,,,,,,Presentation by Rachel Knevel on big data analysis and machine learning,,public,,_talks/2022-09-23-2022_RK_PReS.md,/talks/2022-09-23-2022_RK_PReS,
talk_2022-11-29-2022-rk-acrreview,rachel_knevel,Rachel Knevel,talk,Post-ACR AI and RWD,2022-11-29,2022-11-29,2022,ACR Review 2022,"Amersfoort, the Netherlands",Workshop by Rachel Knevel,,,,,,Workshop by Rachel Knevel on Real-World Data (RWD) and artificial intelligence,,public,,_talks/2022-11-29-2022_RK_ACRReview.md,/talks/2022-11-29-2022_RK_ACRReview,
talk_2023-05-06-2023-rk-drd,rachel_knevel,Rachel Knevel,talk,DRD Rheumatic?,2023-05-06,2023-05-06,2023,Digital Rheumatology Day 2023,"Berlin, Germany",Oral Presentation by Rachel Knevel,,,,,,"Rachel Knevel presents a population based validation study on Rheumatic?, a digital diagnostic decision support tool for individuals suspecting rheumatic diseases",,public,,_talks/2023-05-06-2023_RK_DRD.md,/talks/2023-05-06-2023_RK_DRD,
talk_2023-09-28-2023-rk-nvr,rachel_knevel,Rachel Knevel,talk,"NVR AI, Holy Grail or Epic Fail?",2023-09-28,2023-09-28,2023,NVR 2023,"Arnhem, the Netherlands",Discussion featuring Rachel Knevel,,,,,,"A discussion, hosted by Rachel Knevel, about the opportunities and dangers posed by AI in healthcare",,public,,_talks/2023-09-28-2023_RK_NVR.md,/talks/2023-09-28-2023_RK_NVR,
talk_2024-06-12-2024-ns-eular,nils_steinz,Nils Steinz,talk,EULAR 2024 Patient trajectories,2024-06-12,2024-06-12,2024,EULAR 2024,"Vienna, Austria",Oral Presentation by Nils Steinz,,,,https://scientific.sparx-ip.net/archiveeular/?c=a&item=2024OP0018,,Dissecting early RA patient trajectories through time-independent disease state identification identifies distinct patterns dissected by inflammation in blood or joints,,public,,_talks/2024-06-12-2024_NS_EULAR.md,/talks/2024-06-12-2024_NS_EULAR,
talk_2024-06-12-2024-rk-eumenet,rachel_knevel,Rachel Knevel,talk,EULAR 2024 EUMENET,2024-06-12,2024-06-12,2024,EULAR 2024,"Vienna, Austria",Oral Presentation by Rachel Knevel,,,,https://apps-congress.eular.org/eular2024/en-GB/pag/presentation/16310,,How to establish a successful European research consortium?,,public,,_talks/2024-06-12-2024_RK_EUMENET.md,/talks/2024-06-12-2024_RK_EUMENET,
talk_2024-06-13-2024-fz-rheumatic,floor_dijkstra_zegers,Floor Dijkstra Zegers,talk,EULAR 2024 Rheumatic attrition,2024-06-13,2024-06-13,2024,EULAR 2024,"Vienna, Austria",Poster by Floor Zegers,,,,https://scientific.sparx-ip.net/archiveeular/?c=a&item=2024POS0750,,"Who participates in an online symptom checker? Characteristics, attrition and representativeness in the Rheumatic? study",,public,,_talks/2024-06-13-2024_FZ_RHEUMATIC.md,/talks/2024-06-13-2024_FZ_RHEUMATIC,
talk_2024-06-13-2024-tdm-eular-ml-diag,tjardo_maarseveen,Tjardo Maarseveen,talk,EULAR 2024 ML Diagnoses,2024-06-13,2024-06-13,2024,EULAR 2024,"Vienna, Austria",Poster by Tjardo Maarseveen,,,,https://scientific.sparx-ip.net/archiveeular/?c=a&item=2024POS0587,,Employing machine learning to predict RA diagnosis from referral letters by the general practitioner,,public,,_talks/2024-06-13-2024_TDM_EULAR_ML_DIAG.md,/talks/2024-06-13-2024_TDM_EULAR_ML_DIAG,
talk_2024-06-13-2024-tdm-eular-ra-subsets,tjardo_maarseveen,Tjardo Maarseveen,talk,EULAR 2024 RA subsets,2024-06-13,2024-06-13,2024,EULAR 2024,"Vienna, Austria",Poster by Tjardo Maarseveen,,,,https://scientific.sparx-ip.net/archiveeular/?c=a&item=2024POS0589,,EHR defined baseline RA-subsets characterised by localised joint involvement differentially associate with genetic risk and clinical outcomes beyond baseline,,public,,_talks/2024-06-13-2024_TDM_EULAR_RA_SUBSETS.md,/talks/2024-06-13-2024_TDM_EULAR_RA_SUBSETS,
talk_2025-03-22-2025-tdm-drd,tjardo_maarseveen,Tjardo Maarseveen,talk,DRD 2025 AI-Enhanced Triage,2025-03-22,2025-03-22,2025,Digital Rheumatology Days 2025,"Berlin, Germany",Oral Presentation by Tjardo Maarseveen,,,,,,AI-Enhanced Triage: Improving Musculoskeletal Care with Data Driven Screening of Referral Letters,,public,,_talks/2025-03-22-2025_TDM_DRD.md,/talks/2025-03-22-2025_TDM_DRD,
talk_2025-06-12-2025-eular-gg-poster,georgy_gomon,Georgy Gomon,talk,EULAR 2025 Characterizing the Primary Care Musculoskeletal Trajectory and Predicting Referral to the Rheumatologist,2025-06-12,2025-06-12,2025,EULAR 2025,"Barcelona, Spain",Poster Presentation by Georgy Gomon,,,,https://ard.eular.org/article/S0003-4967(25,,"01817-5/abstract) This project analyzed over 430,000 musculoskeletal patient trajectories in Dutch primary care to model and predict rheumatology referrals, showing that referral likelihood can be accurately identified from the very first musculoskeletal consultation using routinely collected clinical data.",,public,,_talks/2025-06-12-2025_EULAR_GG_poster.md,/talks/2025-06-12-2025_EULAR_GG_poster,
talk_2025-06-12-2025-idh-eular,inez_den_hond,Inez den Hond,talk,EULAR 2025 Gene expression mediated RA Risk,2025-06-12,2025-06-12,2025,EULAR 2025,"Barcelona, Spain",Oral Presentation by Inez den Hond,,,,https://ard.eular.org/article/S0003-4967(25,,"01209-9/abstract) GWAS-identified RA susceptibility genes are non-uniformly expressed across RA subsets (pathotypes), with the majority of the RA susceptibility genes being upregulated in the lymphoid-rich pathotype. On the other hand, osteoarthritis susceptibility genes are primarily upregulated in fibroid- and myeloid-rich synovial tissue.",,public,,_talks/2025-06-12-2025_IdH_EULAR.md,/talks/2025-06-12-2025_IdH_EULAR,
talk_2025-06-13-2025-tdm-eular,tjardo_maarseveen,Tjardo Maarseveen,talk,EULAR 2025 Joint Patterns,2025-06-13,2025-06-13,2025,EULAR 2025,"Barcelona, Spain",Oral Presentation by Tjardo Maarseveen,,,,http://scientific.sparx-ip.net/archiveeular/index.cfm?c=a&item=2025OP0328,,Distinct Joint Patterns in Treatment-Naive RA also correspond to Histological Variations,,public,,_talks/2025-06-13-2025_TDM_EULAR.md,/talks/2025-06-13-2025_TDM_EULAR,
talk_2025-06-18-2025-ns-eular,nils_steinz,Nils Steinz,talk,EULAR 2025 Add-on vs replacement csDMARD,2025-06-18,2025-06-18,2025,EULAR 2025,"Barcelona, Spain",Oral Presentation by Nils Steinz,,,,https://www.sciencedirect.com/science/article/abs/pii/S0003496725012385,,"Evaluating the effectiveness and patterns of csDMARD strategies in early RA patients who failed first-line methotrexate (MTX), across European healthcare systems.",,public,,_talks/2025-06-18-2025_NS_EULAR.md,/talks/2025-06-18-2025_NS_EULAR,
talk_2025-08-27-2025-gg-iscb,georgy_gomon,Georgy Gomon,talk,ISCB 2025 Multistate Models with Restricted Transition Windows: The Impact of Time Scale Choice,2025-08-27,2025-08-27,2025,ISCB 2025,"Basel, Switzerland",Oral Presentation by Georgy Gomon,,,,https://iscb2025.info/data/ISCB46_Conference_Book.pdf,,Investigates how time-restricted transitions (transitions between states that can only occur within certain time windows) can best be modelled within the framework of a multistate model.,,public,,_talks/2025-08-27-2025_GG_ISCB.md,/talks/2025-08-27-2025_GG_ISCB,
talk_2025-10-01-2025-rk-acr,rachel_knevel,Rachel Knevel,talk,ACR Journal Club 2025 Disease State defining Patient Trajectories ,2025-10-01,2025-10-01,2025,ARC Journal Club with the Editors 2025,America,Oral Presentation by Rachel Knevel,,,,,,Time-Independent Disease State Identification Defines Distinct Trajectories Determined by Localized vs Systemic Inflammation in Patients with Early Rheumatoid Arthritis,,public,,_talks/2025-10-01-2025_RK_ACR.md,/talks/2025-10-01-2025_RK_ACR,
talk_2025-12-10-2025-rk-arc,rachel_knevel,Rachel Knevel,talk,ARC 2025 Rheumatology 2.0,2025-12-10,2025-12-10,2025,ARC Morning Programme December 2025,"Amsterdam, The Netherlands",Oral Presentation by Rachel Knevel,,,,https://ams-rc.com/en/evenement/arc-ochtend-10-december-2025/,,Distilling knowledge from EHR with AI,,public,,_talks/2025-12-10-2025_RK_ARC.md,/talks/2025-12-10-2025_RK_ARC,
award_1_survival-analysis-for-junior-researchers-best-presentation-award-2026,georgy_gomon,Georgy Gomon,award,Survival Analysis for Junior Researchers Best Presentation Award 2026,2026,2026,2026,,,awardee,,,,,,In march 2026 Georgy Gomon received the SAfJR Best Presentation award at the SAfJR Congress in Amsterdam Georgy won Best Presentation for his talk about Multi-State models with time restricted transitions. His multi-state model is a key methodological foundation for the modular SPIDERR framework — and seeing it recognised at an international conference is a proud moment for the whole team.,georgy_2026_SAfJR_award.jpeg,public,,_pages/awards.html,,
award_2_digital-rheumatology-research-award-2025,tjardo_maarseveen,Tjardo Maarseveen,award,Digital Rheumatology Research Award 2025,2025,2025,2025,,,awardee,,,,https://www.lumc.nl/actueel/2025/prijzen-subsidies-en-benoemingen-3-april-2025/,,"In March of 2025 Tjardo Maarseveen received the prestigious Digital Rheumatology Research Award during the Digital Rheumatology Days in Berlin. In his research, Maarseveen demonstrated that artificial intelligence (AI) can be used to improve the triage of patients with muscle and joint complaints. The AI technology he developed can predict with high accuracy whether a patient is at risk of rheumatoid arthritis, osteoarthritis, or fibromyalgia—even before their visit to the rheumatologist. The practical applications of this innovation are very promising: patients can receive the right care more quickly, and the workload in healthcare is reduced. For more information (Dutch): https://www.lumc.nl/actueel/2025/prijzen-subsidies-en-benoemingen-3-april-2025/ For more information: https://www.lumc.nl/actueel/2025/prijzen-subsidies-en-benoemingen-3-april-2025/",tjardo_DRD2025_award.png,public,,_pages/awards.html,,
award_3_eular-clinical-research-abstract-award-2024,nils_steinz,Nils Steinz,award,EULAR Clinical Research Abstract Award 2024,2024,2024,2024,,,awardee,,,,https://www.lumc.nl/actueel/2024/prijze-subsidies-en-benoemingen/,,"In June 2024 Nils Steinz received the EULAR Clinical Research Abstract award at the EULAR Congress in Vienna. The EULAR Clinical Research Abstract award is a prize that is awarded annually to researchers who have presented new, good and interesting studies at the EULAR (The European Alliance of Associations for Rheumatology) congress. Steinz's research concerns the different trajectories of patients with rheumatoid arthritis (RA) in the first year and a half after their first visit to the clinic. Patients differ in the type of inflammation they have and how well they respond to treatment. Classifying patients in this way could be a first step toward better segmentation of RA patients and discovering better treatment strategies to help in a more targeted manner. For more information (Dutch): https://www.lumc.nl/actueel/2024/prijze-subsidies-en-benoemingen/ For more information: https://www.lumc.nl/actueel/2024/prijze-subsidies-en-benoemingen/",nils_EULAR2024_award.png,public,,_pages/awards.html,,
application_1_rheumalyze,lab,Knevel Lab,application,Rheumalyze,,,,,,Developed by Nick Bos,,,,https://github.com/Knevel-Lab/Rheumalyze,,"This project provides a client-based webtool tool that classifies rheumatoid arthritis into four distinct phenotypes based on initial clinical presentation, that were primarily characterized by their unique joint involvement pattern (JIP): feet, oligoarticular, hand, and polyarticular distribution. Tool available here",Rheumalyze.png,public,,_pages/applications.html,,
application_2_poodle,lab,Knevel Lab,application,Poodle,,,,,,Developed by TD Maarseveen,,,,https://github.com/levrex/Poodle,,Projecting Observations On a Deep Learned Embedding; Pipeline for the projection of new samples onto a shared product space,Poodle_img.jpg,public,,_pages/applications.html,,
application_3_dx-extraction,lab,Knevel Lab,application,Dx Extraction,,,,,,Developed by TD Maarseveen,,,,https://github.com/levrex/DiagnosisExtraction_ML,,Pipeline for the extraction of diagnoses from free-written text fields in electronic health records.,DxE_img.jpg,public,,_pages/applications.html,,
application_4_ehr-clustering-framework,lab,Knevel Lab,application,EHR Clustering Framework,,,,,,Developed by MP Maurits,,,,https://github.com/MarcMaurits/EHRClustering,,Framework for the clustering of patients based on medical history as recorded in electronic health records,ClusterFrame_img.jpg,public,,_pages/applications.html,,
application_5_ehr-clustering-ra,lab,Knevel Lab,application,EHR Clustering RA,,,,,,Developed by TD Maarseveen,,,,https://github.com/levrex/EHR-Clustering-RA,,"Pipeline that casts different EHR-layers, such as lab- and mannequin- data, into a shared latent space and performs clustering accordingly",EHRClustering_img.jpg,public,,_pages/applications.html,,
application_6_gprob,lab,Knevel Lab,application,GProb,,,,,,Developed by R Knevel,,,,https://github.com/Knevel-Lab/GPROB,,"Code repository for the GProb tool, used to expedite arthritis classification using genetic risk profiles",GPROB_img.jpg,public,,_pages/applications.html,,
application_7_ssc-risk-prediction,lab,Knevel Lab,application,SSc Risk Prediction,,,,,,Developed by MP Maurits,,,,https://mpmaurits.shinyapps.io/ssccalculaterisk/,,RShiny application for the prediction of SSc progression risk,SSc_img.jpg,public,,_pages/applications.html,,
application_8_elisa-app,lab,Knevel Lab,application,ELISA App,,,,,,"Developed by M van Rooij, C Band, A de Keijer & D Schooneveld",,,,https://github.com/levrex/ELISA-APP,,Tool for processing ELISA Reader output,ELISA_img.jpg,public,,_pages/applications.html,,
application_9_cloudcover,lab,Knevel Lab,application,CloudCover,,,,,,Developed by MP Maurits,,,,https://github.com/MarcMaurits/CloudCover,,A repository for the R functions used to create the simplified word clouds described in Maurits et al 2022,CloudCover_img.jpg,public,,_pages/applications.html,,
project_1_spiderr-horizon-eu,lab,Knevel Lab,project,SPIDERR-Horizon EU,,,,,,,,,,https://knevel-lab.github.io,,"Lead: Rachel Knevel, Dept of Rheumatology LUMC, the Netherlands Our role: Project lead Aim: Aim: SPIDeRR aims to disentangle the real-life complexity of early diagnosis of rheumatic diseases by considering the complete web of factors influencing patients’ symptoms. It will deliver: -a symptom checker for patients, -a decision support tool for (primary) care providers providing guiding additional examination and referral decisions -a patient-patient similarity network to optimise diagnostic groups in rheumatology and support treatment decision",SPIDeRR_logo_crop.png,public,,_pages/projects.html,,
project_2_digiprevent-eithealth,lab,Knevel Lab,project,Digiprevent - EITHealth,,,,,,,,,,https://eithealth.eu/product-service/digiprevent/,,"Lead: Lars Klareskog, Dept of Rheumatology Karolinska Institute Zweden Our role: Implementation Aim: DigiPrevent enables personalised prevention in RA, combined with much earlier treatment if arthritis ensues, through a new digital screening procedure, Rheumatic and a blood based diagnostic tool, Rheuma-multiplex.",EITHealth.jpg,public,,_pages/projects.html,,
project_3_squeeze-horizon-eu,lab,Knevel Lab,project,SQUEEZE - Horizon EU,,,,,,,,,,https://cordis.europa.eu/project/id/101095052,,"Lead: Daniel Aletaha, Dept of Rheumatology, Vienna Our role: Analytic lead Aim: SQUEEZE integrates to validate clinical, laboratory, molecular, digital and behavioural biomarkers to enable the recognition of patients with high likelihood of response to treatment and the selection of the drug with highest chance of benefit for an individual patient; and as such improve efficacy and safety of existing therapies (by squeezing the most out of existing drugs) in synergy with other EU-wide activities",SQUEEZE_logo.jpg,public,,_pages/projects.html,,
project_4_rtcure-imi,lab,Knevel Lab,project,RTCure - IMI,,,,,,,,,,https://www.rtcure.com/,,"Lead: Lars Klareskog, Dept of Rheumatology Karolinska Institute Zweden Our role: Bioinformatic lead Aim: Prevent RA or its progression by inhibiting the expansion of pathogenic autoimmune responses through immune tolerising treatments.",RTCure.jpg,public,,_pages/projects.html,,
pub_rheumatoid-arthritis-susceptibility-genes-show-pathotype-specific-expression-in-synovial-tissue-of-patients-with-early-treatment-na-ve-ra,rachel_knevel;inez_den_hond,Rachel Knevel;Inez den Hond,publication,Rheumatoid arthritis susceptibility genes show pathotype-specific expression in synovial tissue of patients with early treatment-naïve RA.,2026-07-24,2026 Jul 24,2026,Ann Rheum Dis,,,"den Hond IC, Reinders MJT, Lewis MJ, Rivellese F, Pitzalis C, Wong SW, Wechalekar MD, Knevel R, van den Akker EB","den Hond IC, Reinders MJT, Lewis MJ, Rivellese F, Pitzalis C, Wong SW, Wechalekar MD, Knevel R, van den Akker EB. (2026) ""Rheumatoid arthritis susceptibility genes show pathotype-specific expression in synovial tissue of patients with early treatment-naïve RA."" <i>Ann Rheum Dis.</i> doi: 10.1016/j.ard.2026.06.032.",10.1016/j.ard.2026.06.032,https://doi.org/10.1016/j.ard.2026.06.032,42498579,"Rheumatoid arthritis (RA) exhibits clinical and biological heterogeneity, with synovial tissue stratified into histological pathotypes: lympho-myeloid, diffuse-myeloid, and pauci-immune fibroid. Although genome-wide association studies (GWAS) have uncovered RA risk loci, how genetic risk relates to synovial immunopathology remains unclear. To better understand how genetic predisposition may shape divergent early disease mechanisms, we characterised the expression patterns of GWAS-identified RA susceptibility genes and related rheumatic diseases across the synovial pathotypes. Synovial RNA sequencing of patients with early RA (Pathobiology of Early Arthritis Cohort [PEAC] [N = 87] and Flinders [N = 18]) was used for differential gene expression between pathotypes, and pathway enrichment analyses were performed using GWAS-identified susceptibility genes for RA, osteoarthritis (OA), ankylosing spondylitis, psoriatic arthritis, and systemic lupus erythematosus. RA susceptibility gene expression in synovial tissue separated patients by pathotype and correlated with markers of disease activity. RA susceptibility genes were significantly enriched among genes upregulated in lympho-myeloid synovium and linked to lymphocyte activation and differentiation pathways. In contrast, OA susceptibility genes were upregulated in diffuse-myeloid and fibroid synovium. Both patterns were most pronounced in anticitrullinated protein antibody (ACPA)-positive and directionally consistent in ACPA-negative patients. Expression of RA susceptibility genes is not evenly distributed across synovial pathotypes but is strongly biased towards the lympho-myeloid pathotype, indicating that current GWAS signals preferentially capture immune-driven disease mechanisms. Enrichment of OA susceptibility genes in diffuse-myeloid and fibroid pathotypes, even among ACPA-positive patients, suggests shared biological features between autoimmune and noninflammatory degenerative joint diseases in certain RA subtypes. Synovial pathotype stratification is therefore essential for interpreting genetic risk and understanding disease heterogeneity.",,public,,,,
outreach_met-ai-en-data-naar-betere-reumazorg-het-europese-spiderr-project,rachel_knevel,Rachel Knevel,public_outreach,Met AI en data naar betere reumazorg: Het Europese SPIDeRR-project,2025-06-05,2025 Jun 5,2025,Neth-ER,,,,,,https://www.neth-er.eu/onderwijs/uitgelicht-met-ai-en-data-naar-betere-reumazorg-het-europese-spiderr-project,,,,public,,,,Google Sheet submission 8/7/2026 15:04:44
